target_var,long_name,units,family,level,source_var,mode,include_in_cli,notes,run_type,variable,short_name,cf_var_name,standard_name,coordinates,dims,shape,chunks,dtype,ndim,group_path,array_group,array_path,attrs_json
HLCY,3000_0m_above_ground/HLCY,J kg-1,sfc,3000_0m_above_ground,HLCY,fcst,1,,fcst,HLCY,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/3000_0m_above_ground/HLCY,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/3000_0m_above_ground/HLCY/3000_0m_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/3000_0m_above_ground/HLCY/3000_0m_above_ground/HLCY,"{""GRIB_PARAM"": [2, 0, 7, 8], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""3000_0m_above_ground/HLCY"", ""units"": ""J kg-1""}"
MNUPHL_1hr_min_fcst,3000_0m_above_ground/MNUPHL_1hr_min_fcst,,sfc,3000_0m_above_ground,MNUPHL_1hr_min_fcst,fcst,1,,fcst,MNUPHL_1hr_min_fcst,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/3000_0m_above_ground/MNUPHL_1hr_min_fcst,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/3000_0m_above_ground/MNUPHL_1hr_min_fcst/3000_0m_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/3000_0m_above_ground/MNUPHL_1hr_min_fcst/3000_0m_above_ground/MNUPHL_1hr_min_fcst,"{""GRIB_PARAM"": [2, 0, 7, 200], ""cell_methods"": ""time: minimum"", ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""3000_0m_above_ground/MNUPHL_1hr_min_fcst""}"
MXUPHL_1hr_max_fcst,3000_0m_above_ground/MXUPHL_1hr_max_fcst,,sfc,3000_0m_above_ground,MXUPHL_1hr_max_fcst,fcst,1,,fcst,MXUPHL_1hr_max_fcst,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/3000_0m_above_ground/MXUPHL_1hr_max_fcst,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/3000_0m_above_ground/MXUPHL_1hr_max_fcst/3000_0m_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/3000_0m_above_ground/MXUPHL_1hr_max_fcst/3000_0m_above_ground/MXUPHL_1hr_max_fcst,"{""GRIB_PARAM"": [2, 0, 7, 199], ""cell_methods"": ""time: maximum"", ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""3000_0m_above_ground/MXUPHL_1hr_max_fcst""}"
UGRD,300mb/UGRD,m s-1,sfc,300mb,UGRD,fcst,1,,fcst,UGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/300mb/UGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/300mb/UGRD/300mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/300mb/UGRD/300mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""300mb/UGRD"", ""units"": ""m s-1""}"
VGRD,300mb/VGRD,m s-1,sfc,300mb,VGRD,fcst,1,,fcst,VGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/300mb/VGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/300mb/VGRD/300mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/300mb/VGRD/300mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""300mb/VGRD"", ""units"": ""m s-1""}"
REFD,4000m_above_ground/REFD,,sfc,4000m_above_ground,REFD,fcst,1,,fcst,REFD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/4000m_above_ground/REFD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/4000m_above_ground/REFD/4000m_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/4000m_above_ground/REFD/4000m_above_ground/REFD,"{""GRIB_PARAM"": [2, 0, 16, 195], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""4000m_above_ground/REFD""}"
MNUPHL_1hr_min_fcst,5000_2000m_above_ground/MNUPHL_1hr_min_fcst,,sfc,5000_2000m_above_ground,MNUPHL_1hr_min_fcst,fcst,1,,fcst,MNUPHL_1hr_min_fcst,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/5000_2000m_above_ground/MNUPHL_1hr_min_fcst,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/5000_2000m_above_ground/MNUPHL_1hr_min_fcst/5000_2000m_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/5000_2000m_above_ground/MNUPHL_1hr_min_fcst/5000_2000m_above_ground/MNUPHL_1hr_min_fcst,"{""GRIB_PARAM"": [2, 0, 7, 200], ""cell_methods"": ""time: minimum"", ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""5000_2000m_above_ground/MNUPHL_1hr_min_fcst""}"
MXUPHL_1hr_max_fcst,5000_2000m_above_ground/MXUPHL_1hr_max_fcst,,sfc,5000_2000m_above_ground,MXUPHL_1hr_max_fcst,fcst,1,,fcst,MXUPHL_1hr_max_fcst,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/5000_2000m_above_ground/MXUPHL_1hr_max_fcst,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/5000_2000m_above_ground/MXUPHL_1hr_max_fcst/5000_2000m_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/5000_2000m_above_ground/MXUPHL_1hr_max_fcst/5000_2000m_above_ground/MXUPHL_1hr_max_fcst,"{""GRIB_PARAM"": [2, 0, 7, 199], ""cell_methods"": ""time: maximum"", ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""5000_2000m_above_ground/MXUPHL_1hr_max_fcst""}"
LFTX,500_1000mb/LFTX,,sfc,500_1000mb,LFTX,fcst,1,,fcst,LFTX,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500_1000mb/LFTX,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500_1000mb/LFTX/500_1000mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500_1000mb/LFTX/500_1000mb/LFTX,"{""GRIB_PARAM"": [2, 0, 7, 10], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""500_1000mb/LFTX""}"
DPT,500mb/DPT,K,sfc,500mb,DPT,fcst,1,,fcst,DPT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/DPT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/DPT/500mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/DPT/500mb/DPT,"{""GRIB_PARAM"": [2, 0, 0, 6], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""500mb/DPT"", ""units"": ""K""}"
HGT,500mb/HGT,m,sfc,500mb,HGT,fcst,1,,fcst,HGT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/HGT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/HGT/500mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/HGT/500mb/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""500mb/HGT"", ""units"": ""m""}"
TMP,500mb/TMP,K,sfc,500mb,TMP,fcst,1,,fcst,TMP,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/TMP,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/TMP/500mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/TMP/500mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""500mb/TMP"", ""units"": ""K""}"
UGRD,500mb/UGRD,m s-1,sfc,500mb,UGRD,fcst,1,,fcst,UGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/UGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/UGRD/500mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/UGRD/500mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""500mb/UGRD"", ""units"": ""m s-1""}"
VGRD,500mb/VGRD,m s-1,sfc,500mb,VGRD,fcst,1,,fcst,VGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/VGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/VGRD/500mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/500mb/VGRD/500mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""500mb/VGRD"", ""units"": ""m s-1""}"
DPT,700mb/DPT,K,sfc,700mb,DPT,fcst,1,,fcst,DPT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/DPT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/DPT/700mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/DPT/700mb/DPT,"{""GRIB_PARAM"": [2, 0, 0, 6], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""700mb/DPT"", ""units"": ""K""}"
DZDT,700mb/DZDT,,sfc,700mb,DZDT,fcst,1,,fcst,DZDT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/DZDT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/DZDT/700mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/DZDT/700mb/DZDT,"{""GRIB_PARAM"": [2, 0, 2, 9], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""700mb/DZDT""}"
HGT,700mb/HGT,m,sfc,700mb,HGT,fcst,1,,fcst,HGT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/HGT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/HGT/700mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/HGT/700mb/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""700mb/HGT"", ""units"": ""m""}"
TMP,700mb/TMP,K,sfc,700mb,TMP,fcst,1,,fcst,TMP,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/TMP,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/TMP/700mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/TMP/700mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""700mb/TMP"", ""units"": ""K""}"
UGRD,700mb/UGRD,m s-1,sfc,700mb,UGRD,fcst,1,,fcst,UGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/UGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/UGRD/700mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/UGRD/700mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""700mb/UGRD"", ""units"": ""m s-1""}"
VGRD,700mb/VGRD,m s-1,sfc,700mb,VGRD,fcst,1,,fcst,VGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/VGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/VGRD/700mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/700mb/VGRD/700mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""700mb/VGRD"", ""units"": ""m s-1""}"
UGRD,80m_above_ground/UGRD,m s-1,sfc,80m_above_ground,UGRD,fcst,1,,fcst,UGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/80m_above_ground/UGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/80m_above_ground/UGRD/80m_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/80m_above_ground/UGRD/80m_above_ground/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""80m_above_ground/UGRD"", ""units"": ""m s-1""}"
VGRD,80m_above_ground/VGRD,m s-1,sfc,80m_above_ground,VGRD,fcst,1,,fcst,VGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/80m_above_ground/VGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/80m_above_ground/VGRD/80m_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/80m_above_ground/VGRD/80m_above_ground/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""80m_above_ground/VGRD"", ""units"": ""m s-1""}"
DPT,850mb/DPT,K,sfc,850mb,DPT,fcst,1,,fcst,DPT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/DPT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/DPT/850mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/DPT/850mb/DPT,"{""GRIB_PARAM"": [2, 0, 0, 6], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""850mb/DPT"", ""units"": ""K""}"
HGT,850mb/HGT,m,sfc,850mb,HGT,fcst,1,,fcst,HGT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/HGT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/HGT/850mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/HGT/850mb/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""850mb/HGT"", ""units"": ""m""}"
TMP,850mb/TMP,K,sfc,850mb,TMP,fcst,1,,fcst,TMP,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/TMP,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/TMP/850mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/TMP/850mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""850mb/TMP"", ""units"": ""K""}"
UGRD,850mb/UGRD,m s-1,sfc,850mb,UGRD,fcst,1,,fcst,UGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/UGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/UGRD/850mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/UGRD/850mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""850mb/UGRD"", ""units"": ""m s-1""}"
VGRD,850mb/VGRD,m s-1,sfc,850mb,VGRD,fcst,1,,fcst,VGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/VGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/VGRD/850mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/850mb/VGRD/850mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""850mb/VGRD"", ""units"": ""m s-1""}"
MASSDEN,8m_above_ground/MASSDEN,,sfc,8m_above_ground,MASSDEN,fcst,1,,fcst,MASSDEN,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float64,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/8m_above_ground/MASSDEN,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/8m_above_ground/MASSDEN/8m_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/8m_above_ground/MASSDEN/8m_above_ground/MASSDEN,"{""GRIB_PARAM"": [2, 0, 20, 0], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""8m_above_ground/MASSDEN""}"
CAPE,90_0mb_above_ground/CAPE,J kg-1,sfc,90_0mb_above_ground,CAPE,fcst,1,,fcst,CAPE,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/90_0mb_above_ground/CAPE,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/90_0mb_above_ground/CAPE/90_0mb_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/90_0mb_above_ground/CAPE/90_0mb_above_ground/CAPE,"{""GRIB_PARAM"": [2, 0, 7, 6], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""90_0mb_above_ground/CAPE"", ""units"": ""J kg-1""}"
CIN,90_0mb_above_ground/CIN,J kg-1,sfc,90_0mb_above_ground,CIN,fcst,1,,fcst,CIN,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/90_0mb_above_ground/CIN,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/90_0mb_above_ground/CIN/90_0mb_above_ground,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/90_0mb_above_ground/CIN/90_0mb_above_ground/CIN,"{""GRIB_PARAM"": [2, 0, 7, 7], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""90_0mb_above_ground/CIN"", ""units"": ""J kg-1""}"
DPT,925mb/DPT,K,sfc,925mb,DPT,fcst,1,,fcst,DPT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/DPT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/DPT/925mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/DPT/925mb/DPT,"{""GRIB_PARAM"": [2, 0, 0, 6], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""925mb/DPT"", ""units"": ""K""}"
TMP,925mb/TMP,K,sfc,925mb,TMP,fcst,1,,fcst,TMP,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/TMP,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/TMP/925mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/TMP/925mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""925mb/TMP"", ""units"": ""K""}"
UGRD,925mb/UGRD,m s-1,sfc,925mb,UGRD,fcst,1,,fcst,UGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/UGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/UGRD/925mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/UGRD/925mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""925mb/UGRD"", ""units"": ""m s-1""}"
VGRD,925mb/VGRD,m s-1,sfc,925mb,VGRD,fcst,1,,fcst,VGRD,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/VGRD,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/VGRD/925mb,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/925mb/VGRD/925mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""925mb/VGRD"", ""units"": ""m s-1""}"
TCDC,boundary_layer_cloud_layer/TCDC,,sfc,boundary_layer_cloud_layer,TCDC,fcst,1,,fcst,TCDC,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/boundary_layer_cloud_layer/TCDC,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/boundary_layer_cloud_layer/TCDC/boundary_layer_cloud_layer,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/boundary_layer_cloud_layer/TCDC/boundary_layer_cloud_layer/TCDC,"{""GRIB_PARAM"": [2, 0, 6, 1], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""boundary_layer_cloud_layer/TCDC""}"
HGT,cloud_base/HGT,m,sfc,cloud_base,HGT,fcst,1,,fcst,HGT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_base/HGT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_base/HGT/cloud_base,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_base/HGT/cloud_base/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""cloud_base/HGT"", ""units"": ""m""}"
PRES,cloud_base/PRES,Pa,sfc,cloud_base,PRES,fcst,1,,fcst,PRES,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_base/PRES,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_base/PRES/cloud_base,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_base/PRES/cloud_base/PRES,"{""GRIB_PARAM"": [2, 0, 3, 0], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""cloud_base/PRES"", ""units"": ""Pa""}"
HGT,cloud_ceiling/HGT,m,sfc,cloud_ceiling,HGT,fcst,1,,fcst,HGT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_ceiling/HGT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_ceiling/HGT/cloud_ceiling,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_ceiling/HGT/cloud_ceiling/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""cloud_ceiling/HGT"", ""units"": ""m""}"
HGT,cloud_top/HGT,m,sfc,cloud_top,HGT,fcst,1,,fcst,HGT,,,,forecast_reference_time forecast_period,"time,projection_y_coordinate,projection_x_coordinate","[48,1059,1799]","[48,150,150]",float32,3,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_top/HGT,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_top/HGT/cloud_top,hrrrzarr/sfc/20250101/20250101_00z_fcst.zarr/cloud_top/HGT/cloud_top/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time forecast_period"", ""long_name"": ""cloud_top/HGT"", ""units"": ""m""}"
