target_var,long_name,units,family,level,source_var,mode,include_in_cli,notes,run_type,variable,short_name,cf_var_name,standard_name,coordinates,dims,shape,chunks,dtype,ndim,group_path,array_group,array_path,attrs_json
SOILW,0.01_0.01m_below_ground/SOILW,,prs,0.01_0.01m_below_ground,SOILW,anl,1,,anl,SOILW,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.01_0.01m_below_ground/SOILW,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.01_0.01m_below_ground/SOILW/0.01_0.01m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.01_0.01m_below_ground/SOILW/0.01_0.01m_below_ground/SOILW,"{""GRIB_PARAM"": [2, 2, 0, 192], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.01_0.01m_below_ground/SOILW""}"
TSOIL,0.01_0.01m_below_ground/TSOIL,K,prs,0.01_0.01m_below_ground,TSOIL,anl,1,,anl,TSOIL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.01_0.01m_below_ground/TSOIL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.01_0.01m_below_ground/TSOIL/0.01_0.01m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.01_0.01m_below_ground/TSOIL/0.01_0.01m_below_ground/TSOIL,"{""GRIB_PARAM"": [2, 2, 0, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.01_0.01m_below_ground/TSOIL"", ""units"": ""K""}"
SOILW,0.04_0.04m_below_ground/SOILW,,prs,0.04_0.04m_below_ground,SOILW,anl,1,,anl,SOILW,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.04_0.04m_below_ground/SOILW,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.04_0.04m_below_ground/SOILW/0.04_0.04m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.04_0.04m_below_ground/SOILW/0.04_0.04m_below_ground/SOILW,"{""GRIB_PARAM"": [2, 2, 0, 192], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.04_0.04m_below_ground/SOILW""}"
TSOIL,0.04_0.04m_below_ground/TSOIL,K,prs,0.04_0.04m_below_ground,TSOIL,anl,1,,anl,TSOIL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.04_0.04m_below_ground/TSOIL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.04_0.04m_below_ground/TSOIL/0.04_0.04m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.04_0.04m_below_ground/TSOIL/0.04_0.04m_below_ground/TSOIL,"{""GRIB_PARAM"": [2, 2, 0, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.04_0.04m_below_ground/TSOIL"", ""units"": ""K""}"
SOILW,0.1_0.1m_below_ground/SOILW,,prs,0.1_0.1m_below_ground,SOILW,anl,1,,anl,SOILW,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.1_0.1m_below_ground/SOILW,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.1_0.1m_below_ground/SOILW/0.1_0.1m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.1_0.1m_below_ground/SOILW/0.1_0.1m_below_ground/SOILW,"{""GRIB_PARAM"": [2, 2, 0, 192], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.1_0.1m_below_ground/SOILW""}"
TSOIL,0.1_0.1m_below_ground/TSOIL,K,prs,0.1_0.1m_below_ground,TSOIL,anl,1,,anl,TSOIL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.1_0.1m_below_ground/TSOIL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.1_0.1m_below_ground/TSOIL/0.1_0.1m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.1_0.1m_below_ground/TSOIL/0.1_0.1m_below_ground/TSOIL,"{""GRIB_PARAM"": [2, 2, 0, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.1_0.1m_below_ground/TSOIL"", ""units"": ""K""}"
HAIL_max_fcst,0.1_sigma_level/HAIL_max_fcst,,prs,0.1_sigma_level,HAIL_max_fcst,anl,1,,anl,HAIL_max_fcst,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.1_sigma_level/HAIL_max_fcst,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.1_sigma_level/HAIL_max_fcst/0.1_sigma_level,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.1_sigma_level/HAIL_max_fcst/0.1_sigma_level/HAIL_max_fcst,"{""GRIB_PARAM"": [2, 0, 1, 31], ""cell_methods"": ""time: maximum"", ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.1_sigma_level/HAIL_max_fcst""}"
SOILW,0.3_0.3m_below_ground/SOILW,,prs,0.3_0.3m_below_ground,SOILW,anl,1,,anl,SOILW,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.3_0.3m_below_ground/SOILW,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.3_0.3m_below_ground/SOILW/0.3_0.3m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.3_0.3m_below_ground/SOILW/0.3_0.3m_below_ground/SOILW,"{""GRIB_PARAM"": [2, 2, 0, 192], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.3_0.3m_below_ground/SOILW""}"
TSOIL,0.3_0.3m_below_ground/TSOIL,K,prs,0.3_0.3m_below_ground,TSOIL,anl,1,,anl,TSOIL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.3_0.3m_below_ground/TSOIL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.3_0.3m_below_ground/TSOIL/0.3_0.3m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.3_0.3m_below_ground/TSOIL/0.3_0.3m_below_ground/TSOIL,"{""GRIB_PARAM"": [2, 2, 0, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.3_0.3m_below_ground/TSOIL"", ""units"": ""K""}"
DZDT_ave_fcst,0.5_0.8_sigma_layer/DZDT_ave_fcst,,prs,0.5_0.8_sigma_layer,DZDT_ave_fcst,anl,1,,anl,DZDT_ave_fcst,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.5_0.8_sigma_layer/DZDT_ave_fcst,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.5_0.8_sigma_layer/DZDT_ave_fcst/0.5_0.8_sigma_layer,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.5_0.8_sigma_layer/DZDT_ave_fcst/0.5_0.8_sigma_layer/DZDT_ave_fcst,"{""GRIB_PARAM"": [2, 0, 2, 9], ""cell_methods"": ""time: mean"", ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.5_0.8_sigma_layer/DZDT_ave_fcst""}"
SOILW,0.6_0.6m_below_ground/SOILW,,prs,0.6_0.6m_below_ground,SOILW,anl,1,,anl,SOILW,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.6_0.6m_below_ground/SOILW,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.6_0.6m_below_ground/SOILW/0.6_0.6m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.6_0.6m_below_ground/SOILW/0.6_0.6m_below_ground/SOILW,"{""GRIB_PARAM"": [2, 2, 0, 192], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.6_0.6m_below_ground/SOILW""}"
TSOIL,0.6_0.6m_below_ground/TSOIL,K,prs,0.6_0.6m_below_ground,TSOIL,anl,1,,anl,TSOIL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.6_0.6m_below_ground/TSOIL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.6_0.6m_below_ground/TSOIL/0.6_0.6m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0.6_0.6m_below_ground/TSOIL/0.6_0.6m_below_ground/TSOIL,"{""GRIB_PARAM"": [2, 2, 0, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0.6_0.6m_below_ground/TSOIL"", ""units"": ""K""}"
HGT,0C_isotherm/HGT,m,prs,0C_isotherm,HGT,anl,1,,anl,HGT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0C_isotherm/HGT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0C_isotherm/HGT/0C_isotherm,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0C_isotherm/HGT/0C_isotherm/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0C_isotherm/HGT"", ""units"": ""m""}"
PRES,0C_isotherm/PRES,Pa,prs,0C_isotherm,PRES,anl,1,,anl,PRES,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0C_isotherm/PRES,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0C_isotherm/PRES/0C_isotherm,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0C_isotherm/PRES/0C_isotherm/PRES,"{""GRIB_PARAM"": [2, 0, 3, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0C_isotherm/PRES"", ""units"": ""Pa""}"
RH,0C_isotherm/RH,%,prs,0C_isotherm,RH,anl,1,,anl,RH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0C_isotherm/RH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0C_isotherm/RH/0C_isotherm,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0C_isotherm/RH/0C_isotherm/RH,"{""GRIB_PARAM"": [2, 0, 1, 1], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0C_isotherm/RH"", ""units"": ""%""}"
SOILW,0_0m_below_ground/SOILW,,prs,0_0m_below_ground,SOILW,anl,1,,anl,SOILW,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_0m_below_ground/SOILW,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_0m_below_ground/SOILW/0_0m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_0m_below_ground/SOILW/0_0m_below_ground/SOILW,"{""GRIB_PARAM"": [2, 2, 0, 192], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_0m_below_ground/SOILW""}"
TSOIL,0_0m_below_ground/TSOIL,K,prs,0_0m_below_ground,TSOIL,anl,1,,anl,TSOIL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_0m_below_ground/TSOIL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_0m_below_ground/TSOIL/0_0m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_0m_below_ground/TSOIL/0_0m_below_ground/TSOIL,"{""GRIB_PARAM"": [2, 2, 0, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_0m_below_ground/TSOIL"", ""units"": ""K""}"
VUCSH,0_1000m_above_ground/VUCSH,,prs,0_1000m_above_ground,VUCSH,anl,1,,anl,VUCSH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_1000m_above_ground/VUCSH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_1000m_above_ground/VUCSH/0_1000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_1000m_above_ground/VUCSH/0_1000m_above_ground/VUCSH,"{""GRIB_PARAM"": [2, 0, 2, 15], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_1000m_above_ground/VUCSH""}"
VVCSH,0_1000m_above_ground/VVCSH,,prs,0_1000m_above_ground,VVCSH,anl,1,,anl,VVCSH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_1000m_above_ground/VVCSH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_1000m_above_ground/VVCSH/0_1000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_1000m_above_ground/VVCSH/0_1000m_above_ground/VVCSH,"{""GRIB_PARAM"": [2, 0, 2, 16], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_1000m_above_ground/VVCSH""}"
CAPE,0_3000m_above_ground/CAPE,J kg-1,prs,0_3000m_above_ground,CAPE,anl,1,,anl,CAPE,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_3000m_above_ground/CAPE,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_3000m_above_ground/CAPE/0_3000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_3000m_above_ground/CAPE/0_3000m_above_ground/CAPE,"{""GRIB_PARAM"": [2, 0, 7, 6], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_3000m_above_ground/CAPE"", ""units"": ""J kg-1""}"
ESP,0_3000m_above_ground/ESP,,prs,0_3000m_above_ground,ESP,anl,1,,anl,ESP,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_3000m_above_ground/ESP,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_3000m_above_ground/ESP/0_3000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_3000m_above_ground/ESP/0_3000m_above_ground/ESP,"{""GRIB_PARAM"": [2, 0, 7, 205], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_3000m_above_ground/ESP""}"
CANGLE,0_500m_above_ground/CANGLE,,prs,0_500m_above_ground,CANGLE,anl,1,,anl,CANGLE,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_500m_above_ground/CANGLE,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_500m_above_ground/CANGLE/0_500m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_500m_above_ground/CANGLE/0_500m_above_ground/CANGLE,"{""GRIB_PARAM"": [2, 0, 7, 206], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_500m_above_ground/CANGLE""}"
USTM,0_6000m_above_ground/USTM,,prs,0_6000m_above_ground,USTM,anl,1,,anl,USTM,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/USTM,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/USTM/0_6000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/USTM/0_6000m_above_ground/USTM,"{""GRIB_PARAM"": [2, 0, 2, 27], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_6000m_above_ground/USTM""}"
VSTM,0_6000m_above_ground/VSTM,,prs,0_6000m_above_ground,VSTM,anl,1,,anl,VSTM,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/VSTM,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/VSTM/0_6000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/VSTM/0_6000m_above_ground/VSTM,"{""GRIB_PARAM"": [2, 0, 2, 28], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_6000m_above_ground/VSTM""}"
VUCSH,0_6000m_above_ground/VUCSH,,prs,0_6000m_above_ground,VUCSH,anl,1,,anl,VUCSH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/VUCSH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/VUCSH/0_6000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/VUCSH/0_6000m_above_ground/VUCSH,"{""GRIB_PARAM"": [2, 0, 2, 15], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_6000m_above_ground/VUCSH""}"
VVCSH,0_6000m_above_ground/VVCSH,,prs,0_6000m_above_ground,VVCSH,anl,1,,anl,VVCSH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/VVCSH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/VVCSH/0_6000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0_6000m_above_ground/VVCSH/0_6000m_above_ground/VVCSH,"{""GRIB_PARAM"": [2, 0, 2, 16], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0_6000m_above_ground/VVCSH""}"
MSTAV,0m_underground/MSTAV,,prs,0m_underground,MSTAV,anl,1,,anl,MSTAV,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0m_underground/MSTAV,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0m_underground/MSTAV/0m_underground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/0m_underground/MSTAV/0m_underground/MSTAV,"{""GRIB_PARAM"": [2, 2, 0, 194], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""0m_underground/MSTAV""}"
SOILW,1.6_1.6m_below_ground/SOILW,,prs,1.6_1.6m_below_ground,SOILW,anl,1,,anl,SOILW,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1.6_1.6m_below_ground/SOILW,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1.6_1.6m_below_ground/SOILW/1.6_1.6m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1.6_1.6m_below_ground/SOILW/1.6_1.6m_below_ground/SOILW,"{""GRIB_PARAM"": [2, 2, 0, 192], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1.6_1.6m_below_ground/SOILW""}"
TSOIL,1.6_1.6m_below_ground/TSOIL,K,prs,1.6_1.6m_below_ground,TSOIL,anl,1,,anl,TSOIL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1.6_1.6m_below_ground/TSOIL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1.6_1.6m_below_ground/TSOIL/1.6_1.6m_below_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1.6_1.6m_below_ground/TSOIL/1.6_1.6m_below_ground/TSOIL,"{""GRIB_PARAM"": [2, 2, 0, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1.6_1.6m_below_ground/TSOIL"", ""units"": ""K""}"
HLCY,1000_0m_above_ground/HLCY,J kg-1,prs,1000_0m_above_ground,HLCY,anl,1,,anl,HLCY,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000_0m_above_ground/HLCY,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000_0m_above_ground/HLCY/1000_0m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000_0m_above_ground/HLCY/1000_0m_above_ground/HLCY,"{""GRIB_PARAM"": [2, 0, 7, 8], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000_0m_above_ground/HLCY"", ""units"": ""J kg-1""}"
RELV_max_fcst,1000_0m_above_ground/RELV_max_fcst,,prs,1000_0m_above_ground,RELV_max_fcst,anl,1,,anl,RELV_max_fcst,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000_0m_above_ground/RELV_max_fcst,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000_0m_above_ground/RELV_max_fcst/1000_0m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000_0m_above_ground/RELV_max_fcst/1000_0m_above_ground/RELV_max_fcst,"{""GRIB_PARAM"": [2, 0, 2, 12], ""cell_methods"": ""time: maximum"", ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000_0m_above_ground/RELV_max_fcst""}"
MAXREF_max_fcst,1000m_above_ground/MAXREF_max_fcst,,prs,1000m_above_ground,MAXREF_max_fcst,anl,1,,anl,MAXREF_max_fcst,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000m_above_ground/MAXREF_max_fcst,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000m_above_ground/MAXREF_max_fcst/1000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000m_above_ground/MAXREF_max_fcst/1000m_above_ground/MAXREF_max_fcst,"{""GRIB_PARAM"": [2, 0, 16, 198], ""cell_methods"": ""time: maximum"", ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000m_above_ground/MAXREF_max_fcst""}"
REFD,1000m_above_ground/REFD,,prs,1000m_above_ground,REFD,anl,1,,anl,REFD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000m_above_ground/REFD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000m_above_ground/REFD/1000m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000m_above_ground/REFD/1000m_above_ground/REFD,"{""GRIB_PARAM"": [2, 0, 16, 195], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000m_above_ground/REFD""}"
ABSV,1000mb/ABSV,s-1,prs,1000mb,ABSV,anl,1,,anl,ABSV,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/ABSV,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/ABSV/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/ABSV/1000mb/ABSV,"{""GRIB_PARAM"": [2, 0, 2, 10], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/ABSV"", ""units"": ""s-1""}"
CIMIXR,1000mb/CIMIXR,,prs,1000mb,CIMIXR,anl,1,,anl,CIMIXR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/CIMIXR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/CIMIXR/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/CIMIXR/1000mb/CIMIXR,"{""GRIB_PARAM"": [2, 0, 1, 82], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/CIMIXR""}"
CLMR,1000mb/CLMR,kg kg-1,prs,1000mb,CLMR,anl,1,,anl,CLMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/CLMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/CLMR/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/CLMR/1000mb/CLMR,"{""GRIB_PARAM"": [2, 0, 1, 22], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/CLMR"", ""units"": ""kg kg-1""}"
